Cidade;Latitude;Longitude
PAULO FRONTIN;-26,045608;-50,833196
PEABIRU;-23,914126;-52,347896
PEROBAL;-23,894562;-53,4115
PÉROLA;-23,797479;-53,673252
PÉROLA D'OESTE;-25,828266;-53,740108
PIÊN;-26,096956;-49,428244
PINHAIS;-25,442198;-49,199197
PINHALÃO;-23,787355;-50,062603
PINHAL DE SÃO BENTO;-26,032729;-53,48309
PINHÃO;-25,696295;-51,64827
PIRAÍ DO SUL;-24,532358;-49,941331
PIRAQUARA;-25,44655;-49,065306
PITANGA;-24,752748;-51,763154
PITANGUEIRAS;-23,230304;-51,585768
PLANALTINA DO PARANÁ;-23,01881;-52,917841
PLANALTO;-25,712101;-53,770857
PONTA GROSSA;-25,092547;-50,161442
PONTAL DO PARANÁ;-25,594151;-48,448327
PORECATU;-22,756209;-51,377599
PORTO AMAZONAS;-25,541573;-49,889721
PORTO BARREIRO;-25,545186;-52,404787
PORTO RICO;-22,778352;-53,267968
PORTO VITÓRIA;-26,163475;-51,236695
PRADO FERREIRA;-23,033914;-51,443226
PRANCHITA;-26,015664;-53,742623
PRESIDENTE CASTELO BRANCO;-23,28155;-52,157726
PRIMEIRO DE MAIO;-22,852533;-51,027752
PRUDENTÓPOLIS;-25,216021;-50,983575
QUARTO CENTENÁRIO;-24,279021;-53,075289
QUATIGUÁ;-23,564161;-49,915264
QUATRO BARRAS;-25,373745;-49,085189
QUATRO PONTES;-24,573209;-53,972699
QUEDAS DO IGUAÇU;-25,456781;-52,909832
QUERÊNCIA DO NORTE;-23,086529;-53,487041
QUINTA DO SOL;-23,843888;-52,135129
QUITANDINHA;-25,868308;-49,496683
RAMILÂNDIA;-25,118987;-54,027237
RANCHO ALEGRE;-23,075715;-50,916392
RANCHO ALEGRE D'OESTE;-24,30901;-52,951126
REALEZA;-25,76258;-53,532574
REBOUÇAS;-25,626393;-50,681254
RENASCENÇA;-26,156221;-52,972162
RESERVA;-24,651648;-50,850596
RESERVA DO IGUAÇU;-25,830958;-52,028762
RIBEIRÃO CLARO;-23,196285;-49,756351
RIBEIRÃO DO PINHAL;-23,408258;-50,358061
RIO AZUL;-25,716113;-50,787173
RIO BOM;-23,762098;-51,415365
RIO BONITO DO IGUAÇU;-25,486909;-52,52689
RIO BRANCO DO IVAÍ;-24,320278;-51,312066
RIO BRANCO DO SUL;-25,190165;-49,316714
RIO NEGRO;-26,100408;-49,797685
ROLÂNDIA;-23,313592;-51,36278
RONCADOR;-24,595107;-52,276053
RONDON;-23,41266;-52,762492
ROSÁRIO DO IVAÍ;-24,253553;-51,249945
SABÁUDIA;-23,318396;-51,556702
SALGADO FILHO;-26,170461;-53,362115
SALTO DO ITARARÉ;-23,605757;-49,63075
SALTO DO LONTRA;-25,776765;-53,314935
SANTA AMÉLIA;-23,268157;-50,423459
SANTA CECÍLIA DO PAVÃO;-23,512896;-50,782865
SANTA CRUZ DE MONTE CASTELO;-22,958582;-53,297306
SANTA FÉ;-23,036115;-51,806302
SANTA HELENA;-24,857096;-54,336453
SANTA INÊS;-22,638707;-51,902768
SANTA ISABEL DO IVAÍ;-23,001089;-53,195948
SANTA IZABEL DO OESTE;-25,814381;-53,483618
SANTA LÚCIA;-25,41132;-53,571144
SANTA MARIA DO OESTE;-24,934184;-51,86771
SANTA MARIANA;-23,146427;-50,521071
SANTA MÔNICA;-23,105424;-53,111273
SANTANA DO ITARARÉ;-23,753133;-49,633197
SANTA TEREZA DO OESTE;-25,058722;-53,627236
SANTA TEREZINHA DE ITAIPU;-25,442161;-54,399519
SANTO ANTÔNIO DA PLATINA;-23,297049;-50,077346
SANTO ANTÔNIO DO CAIUÁ;-22,733975;-52,344658
SANTO ANTÔNIO DO PARAÍSO;-23,494719;-50,646828
SANTO ANTÔNIO DO SUDOESTE;-26,074975;-53,723083
SANTO INÁCIO;-22,700069;-51,7953
SÃO CARLOS DO IVAÍ;-23,308847;-52,477115
SÃO JERÔNIMO DA SERRA;-23,723403;-50,73848
SÃO JOÃO;-25,824663;-52,729473
SÃO JOÃO DO CAIUÁ;-22,854404;-52,339751
SÃO JOÃO DO IVAÍ;-23,993089;-51,820279
SÃO JOÃO DO TRIUNFO;-25,691875;-50,308064
SÃO JORGE D'OESTE;-25,714948;-52,920103
SÃO JORGE DO IVAÍ;-23,435458;-52,294342
SÃO JORGE DO PATROCÍNIO;-23,758248;-53,883331
SÃO JOSÉ DA BOA VISTA;-23,915466;-49,651152
SÃO JOSÉ DAS PALMEIRAS;-24,834082;-54,059918
SÃO JOSÉ DOS PINHAIS;-25,537702;-49,200082
SÃO MANOEL DO PARANÁ;-23,39613;-52,64702
SÃO MATEUS DO SUL;-25,8696;-50,390624
SÃO MIGUEL DO IGUAÇU;-25,348894;-54,242121
SÃO PEDRO DO IGUAÇU;-24,930931;-53,859862
SÃO PEDRO DO IVAÍ;-23,867813;-51,856963
SÃO PEDRO DO PARANÁ;-22,825129;-53,222937
SÃO SEBASTIÃO DA AMOREIRA;-23,460646;-50,762401
SÃO TOMÉ;-23,535511;-52,592484
SAPOPEMA;-23,907287;-50,579647
SARANDI;-23,443172;-51,873682
SAUDADE DO IGUAÇU;-25,693661;-52,614339
SENGÉS;-24,11681;-49,473019
SERRANÓPOLIS DO IGUAÇU;-25,379884;-54,058377
SERTANEJA;-23,036937;-50,817102
SERTANÓPOLIS;-23,058482;-51,042244
SIQUEIRA CAMPOS;-23,687708;-49,831497
SULINA;-25,699632;-52,716597
TAMARANA;-23,715177;-51,09856
TAMBOARA;-23,201821;-52,500629
TAPEJARA;-23,732479;-52,864113
TAPIRA;-23,317109;-53,075325
TEIXEIRA SOARES;-25,380049;-50,465647
TELÊMACO BORBA;-24,328686;-50,623123
TERRA BOA;-23,766833;-52,462142
TERRA RICA;-22,724365;-52,624671
TERRA ROXA;-24,167484;-54,098514
TIBAGI;-24,513288;-50,41147
TIJUCAS DO SUL;-25,92018;-49,182244
TOLEDO;-24,732077;-53,741411
TOMAZINA;-23,779045;-49,955152
TRÊS BARRAS DO PARANÁ;-25,419408;-53,187499
TUNAS DO PARANÁ;-24,972381;-49,086059
TUNEIRAS DO OESTE;-23,864031;-52,874568
TUPÃSSI;-24,579813;-53,514495
TURVO;-25,040127;-51,532764
UBIRATÃ;-24,541035;-52,994506
UMUARAMA;-23,76395;-53,30846
UNIÃO DA VITÓRIA;-26,228435;-51,09061
UNIFLOR;-23,086049;-52,160011
URAÍ;-23,200159;-50,797365
WENCESLAU BRAZ;-23,870423;-49,802985
VENTANIA;-24,244166;-50,247617
VERA CRUZ DO OESTE;-25,06317;-53,88003
VERÊ;-25,880632;-52,908593
ALTO PARAÍSO;-23,508131;-53,732893
DOUTOR ULYSSES;-24,567836;-49,419772
VIRMOND;-25,378766;-52,202543
VITORINO;-26,264344;-52,777081
XAMBRÊ;-23,738394;-53,486941
ABDON BATISTA;-27,608987;-51,025272
ABELARDO LUZ;-26,563031;-52,336482
AGROLÂNDIA;-27,400517;-49,825653
AGRONÔMICA;-27,269716;-49,718369
ÁGUA DOCE;-27,004092;-51,559097
ÁGUAS DE CHAPECÓ;-27,076213;-52,987251
ÁGUAS FRIAS;-26,880228;-52,859419
ÁGUAS MORNAS;-27,706597;-48,840538
ALFREDO WAGNER;-27,705396;-49,343812
ALTO BELA VISTA;-27,431138;-51,911037
ANCHIETA;-26,535681;-53,33327
ANGELINA;-27,582257;-48,983476
ANITA GARIBALDI;-27,683777;-51,131194
ANITÁPOLIS;-27,909887;-49,131599
ANTÔNIO CARLOS;-27,513371;-48,76496
APIÚNA;-27,041813;-49,391638
ARABUTÃ;-27,157404;-52,148599
ARAQUARI;-26,375952;-48,692707
ARARANGUÁ;-28,935752;-49,480967
ARMAZÉM;-28,258705;-49,012911
ARROIO TRINTA;-26,932565;-51,334124
ARVOREDO;-27,073534;-52,457789
ASCURRA;-26,954776;-49,386363
ATALANTA;-27,420536;-49,779457
AURORA;-27,299029;-49,643628
BALNEÁRIO ARROIO DO SILVA;-28,980402;-49,405703
BALNEÁRIO CAMBORIÚ;-26,991819;-48,634617
BALNEÁRIO BARRA DO SUL;-26,45643;-48,606646
BALNEÁRIO GAIVOTA;-29,164521;-49,590894
BANDEIRANTE;-26,768938;-53,64105
BARRA BONITA;-26,652294;-53,441303
BARRA VELHA;-26,634361;-48,683864
BELA VISTA DO TOLDO;-26,276228;-50,464788
BELMONTE;-26,844586;-53,580977
BENEDITO NOVO;-26,777508;-49,364403
BIGUAÇU;-27,494323;-48,654489
BLUMENAU;-26,916108;-49,057631
BOCAINA DO SUL;-27,743198;-49,945898
BOMBINHAS;-27,144255;-48,521345
BOM JARDIM DA SERRA;-28,337947;-49,624978
BOM JESUS;-26,735923;-52,393016
BOM JESUS DO OESTE;-26,691812;-53,09535
BOM RETIRO;-27,798671;-49,489834
BOTUVERÁ;-27,202107;-49,078484
BRAÇO DO NORTE;-28,280039;-49,164548
BRAÇO DO TROMBUDO;-27,364251;-49,890908
BRUNÓPOLIS;-27,318362;-50,835921
BRUSQUE;-27,09831;-48,915163
CAÇADOR;-26,775348;-51,019035
CAIBI;-27,073054;-53,250527
CALMON;-26,604677;-51,096635
CAMBORIÚ;-27,026456;-48,649996
CAPÃO ALTO;-27,941685;-50,511479
CAMPO ALEGRE;-26,190659;-49,263344
CAMPO BELO DO SUL;-27,896657;-50,761994
CAMPO ERÊ;-26,394551;-53,090155
CAMPOS NOVOS;-27,399053;-51,223673
CANELINHA;-27,272415;-48,789273
CANOINHAS;-26,178807;-50,397849
CAPINZAL;-27,344278;-51,611363
CAPIVARI DE BAIXO;-28,449046;-48,960575
CATANDUVAS;-27,072035;-51,658948
CAXAMBU DO SUL;-27,161282;-52,880475
CELSO RAMOS;-27,634739;-51,335994
CERRO NEGRO;-27,795828;-50,870062
CHAPADÃO DO LAGEADO;-27,585298;-49,544326
CHAPECÓ;-27,106837;-52,617031
COCAL DO SUL;-28,603023;-49,327129
CONCÓRDIA;-27,233659;-52,023971
CORDILHEIRA ALTA;-26,985081;-52,603251
CORONEL FREITAS;-26,903251;-52,709151
CORONEL MARTINS;-26,511638;-52,669699
CORUPÁ;-26,431966;-49,226737
CORREIA PINTO;-27,584808;-50,363761
CRICIÚMA;-28,673572;-49,36594
CUNHA PORÃ;-26,891727;-53,173846
CUNHATAÍ;-26,97314;-53,09329
CURITIBANOS;-27,282983;-50,582601
DESCANSO;-26,81787;-53,504629
DIONÍSIO CERQUEIRA;-26,266489;-53,631395
DONA EMMA;-26,986301;-49,716898
DOUTOR PEDRINHO;-26,720461;-49,479293
ENTRE RIOS;-26,723621;-52,562534
ERMO;-28,985082;-49,643405
ERVAL VELHO;-27,273895;-51,443433
FAXINAL DOS GUEDES;-26,859787;-52,271415
FLOR DO SERTÃO;-26,779432;-53,344891
FLORIANÓPOLIS;-27,587796;-48,547637
FORMOSA DO SUL;-26,648523;-52,79345
FORQUILHINHA;-28,742415;-49,468861
FRAIBURGO;-27,023447;-50,925079
FREI ROGÉRIO;-27,174751;-50,806408
GALVÃO;-26,455476;-52,682002
GAROPABA;-28,020896;-48,612557
GARUVA;-26,022076;-48,849842
GASPAR;-26,918369;-48,967707
GOVERNADOR CELSO RAMOS;-27,318646;-48,578167
GRÃO PARÁ;-28,183987;-49,219996
GRAVATAL;-28,329131;-49,03947
GUABIRUBA;-27,060325;-48,98356
GUARACIABA;-26,600348;-53,52209
GUARAMIRIM;-26,474445;-48,992104
GUARUJÁ DO SUL;-26,384921;-53,525445
GUATAMBÚ;-27,136911;-52,78384
HERVAL D'OESTE;-27,170303;-51,496215
IBIAM;-27,180583;-51,239428
IBICARÉ;-27,091549;-51,36845
IBIRAMA;-27,053541;-49,522028
IÇARA;-28,707084;-49,300823
ILHOTA;-26,904625;-48,825014
IMARUÍ;-28,34385;-48,814672
IMBITUBA;-28,239951;-48,669284
IMBUIA;-27,494604;-49,427729
INDAIAL;-26,906256;-49,24014
IOMERÊ;-27,001078;-51,240619
IPIRA;-27,409709;-51,770854
IPORÃ DO OESTE;-26,996017;-53,539512
IPUAÇU;-26,63256;-52,454297
IPUMIRIM;-27,068326;-52,140541
IRACEMINHA;-26,824065;-53,276058
IRANI;-27,016187;-51,904108
IRATI;-26,657227;-52,895011
IRINEÓPOLIS;-26,236613;-50,8039
ITÁ;-27,281779;-52,329183
ITAIÓPOLIS;-26,337126;-49,908756
ITAJAÍ;-26,907426;-48,657023
ITAPEMA;-27,095938;-48,617399
ITAPIRANGA;-27,175375;-53,714802
ITAPOÁ;-26,006048;-48,604168
ITUPORANGA;-27,414858;-49,603415
JABORÁ;-27,172853;-51,743354
JACINTO MACHADO;-29,001419;-49,761769
JAGUARUNA;-28,624964;-49,049129
JARAGUÁ DO SUL;-26,490484;-49,076299
JARDINÓPOLIS;-26,720569;-52,858899
JOAÇABA;-27,173945;-51,50669
JOINVILLE;-26,304518;-48,849409
JOSÉ BOITEUX;-26,954683;-49,623807
JUPIÁ;-26,393703;-52,734381
LACERDÓPOLIS;-27,2646;-51,562866
LAGES;-27,817259;-50,330222
LAGUNA;-28,483586;-48,781389
LAJEADO GRANDE;-26,860942;-52,566035
LAURENTINO;-27,212388;-49,755264
LAURO MULLER;-28,393585;-49,394307
LEBON RÉGIS;-26,929114;-50,691828
LEOBERTO LEAL;-27,50639;-49,289401
LINDÓIA DO SUL;-27,047464;-52,080923
LONTRAS;-27,157487;-49,544829
LUIZ ALVES;-26,721111;-48,926047
LUZERNA;-27,129896;-51,467946
MACIEIRA;-26,855212;-51,376122
MAFRA;-26,115228;-49,801038
MAJOR GERCINO;-27,41866;-48,953354
MAJOR VIEIRA;-26,357527;-50,332987
MARACAJÁ;-28,850315;-49,454376
MARAVILHA;-26,761624;-53,174819
MAREMA;-26,800422;-52,627135
MASSARANDUBA;-26,595458;-48,988745
MATOS COSTA;-26,474115;-51,157451
MELEIRO;-28,832446;-49,629849
MIRIM DOCE;-27,201205;-50,068564
MODELO;-26,778042;-53,053501
MONDAÍ;-27,103612;-53,398684
MONTE CARLO;-27,217679;-50,974105
MONTE CASTELO;-26,456362;-50,226271
MORRO DA FUMAÇA;-28,654788;-49,213257
MORRO GRANDE;-28,79972;-49,7188
NAVEGANTES;-26,897439;-48,649183
NOVA ERECHIM;-26,901273;-52,911287
NOVA ITABERABA;-26,94289;-52,811244
NOVA TRENTO;-27,287771;-48,925795
NOVA VENEZA;-28,638233;-49,503124
NOVO HORIZONTE;-26,446172;-52,834033
ORLEANS;-28,360469;-49,291426
OTACÍLIO COSTA;-27,503846;-50,112315
OURO;-27,342488;-51,620562
OURO VERDE;-26,695994;-52,310019
PAIAL;-27,255158;-52,501089
PAINEL;-27,914518;-50,11301
PALHOÇA;-27,647044;-48,670288
PALMA SOLA;-26,346508;-53,279977
PALMEIRA;-27,582262;-50,159001
PALMITOS;-27,070251;-53,162267
PAPANDUVA;-26,393983;-50,163204
PARAÍSO;-26,615263;-53,675314
PASSO DE TORRES;-29,32346;-49,725145
PASSOS MAIA;-26,780889;-52,061724
PAULO LOPES;-27,949816;-48,681495
PEDRAS GRANDES;-28,437218;-49,186488
PENHA;-26,768861;-48,647573
PERITIBA;-27,377309;-51,909815
PETROLÂNDIA;-27,528127;-49,694869
BALNEÁRIO PIÇARRAS;-26,769171;-48,675051
PINHALZINHO;-26,848814;-52,982253
PINHEIRO PRETO;-27,045135;-51,230536
PIRATUBA;-27,415954;-51,75865
PLANALTO ALEGRE;-27,06946;-52,867352
POMERODE;-26,744826;-49,174198
PONTE ALTA;-27,467784;-50,377101
PONTE ALTA DO NORTE;-27,169029;-50,465404
PONTE SERRADA;-26,874913;-52,014538
PORTO BELO;-27,149466;-48,602757
PORTO UNIÃO;-26,230005;-51,081605
POUSO REDONDO;-27,251086;-49,955652
PRAIA GRANDE;-29,195776;-49,960592
PRESIDENTE CASTELLO BRANCO;-27,219942;-51,811376
PRESIDENTE GETÚLIO;-27,041408;-49,622086
PRESIDENTE NEREU;-27,287329;-49,403293
PRINCESA;-26,444335;-53,598106
QUILOMBO;-26,740056;-52,72761
RANCHO QUEIMADO;-27,677209;-49,008432
RIO DAS ANTAS;-26,897067;-51,07602
RIO DO CAMPO;-26,942308;-50,139589
RIO DO OESTE;-27,191167;-49,802862
RIO DOS CEDROS;-26,74913;-49,272379
RIO DO SUL;-27,217903;-49,643238
RIO FORTUNA;-28,132591;-49,105094
RIO NEGRINHO;-26,255325;-49,517295
RIO RUFINO;-27,863235;-49,777592
RIQUEZA;-27,067594;-53,325286
RODEIO;-26,943502;-49,304707
ROMELÂNDIA;-26,679464;-53,320158
SALETE;-26,975244;-50,001731
SALTINHO;-26,608559;-53,058631
SALTO VELOSO;-26,903165;-51,405208
SANGÃO;-28,633223;-49,13403
SANTA CECÍLIA;-26,956901;-50,422902
SANTA HELENA;-26,939844;-53,619988
SANTA ROSA DE LIMA;-28,035606;-49,125091
SANTA ROSA DO SUL;-29,135288;-49,717626
SANTA TEREZINHA;-26,780982;-50,005529
SANTA TEREZINHA DO PROGRESSO;-26,619776;-53,199847
SANTIAGO DO SUL;-26,634809;-52,675949
SANTO AMARO DA IMPERATRIZ;-27,689748;-48,78024
SÃO BERNARDINO;-26,473278;-52,965539
SÃO BENTO DO SUL;-26,249485;-49,386979
SÃO BONIFÁCIO;-27,896497;-48,929312
SÃO CARLOS;-27,078635;-53,017394
SÃO CRISTOVÃO DO SUL;-27,282947;-50,434629
SÃO DOMINGOS;-26,55783;-52,537227
SÃO FRANCISCO DO SUL;-26,244018;-48,637571
SÃO JOÃO DO OESTE;-27,097483;-53,595967
SÃO JOÃO BATISTA;-27,295881;-48,857004
SÃO JOÃO DO ITAPERIÚ;-26,617454;-48,767765
SÃO JOÃO DO SUL;-29,22348;-49,806571
SÃO JOAQUIM;-28,294712;-49,936742
SÃO JOSÉ;-27,590312;-48,616023
SÃO JOSÉ DO CEDRO;-26,45606;-53,500124
SÃO JOSÉ DO CERRITO;-27,668587;-50,581386
SÃO LOURENÇO DO OESTE;-26,35519;-52,851334
SÃO LUDGERO;-28,326896;-49,175684
SÃO MARTINHO;-28,164495;-48,977786
SÃO MIGUEL DA BOA VISTA;-26,694475;-53,254556
SÃO MIGUEL DO OESTE;-26,726427;-53,518839
SÃO PEDRO DE ALCÂNTARA;-27,56717;-48,78767
SAUDADES;-26,919757;-52,99557
SCHROEDER;-26,420976;-49,07326
SEARA;-27,145698;-52,302855
SERRA ALTA;-26,724773;-53,046276
SIDERÓPOLIS;-28,595102;-49,420541
SOMBRIO;-29,109133;-49,63421
SUL BRASIL;-26,736936;-52,964205
TAIÓ;-27,117937;-50,005096
TANGARÁ;-27,101011;-51,245914
TIGRINHOS;-26,689475;-53,157542
TIJUCAS;-27,239454;-48,632071
TIMBÉ DO SUL;-28,832517;-49,844118
TIMBÓ;-26,822903;-49,277712
TIMBÓ GRANDE;-26,617828;-50,674674
TRÊS BARRAS;-26,114096;-50,305419
TREVISO;-28,518485;-49,455933
TREZE DE MAIO;-28,55814;-49,144815
TREZE TÍLIAS;-26,998536;-51,414675
TROMBUDO CENTRAL;-27,30302;-49,792478
TUBARÃO;-28,480034;-49,005268
TUNÁPOLIS;-26,972224;-53,64146
TURVO;-28,924749;-49,680866
UNIÃO DO OESTE;-26,761737;-52,851496
URUBICI;-28,004555;-49,588206
URUPEMA;-27,952686;-49,873211
URUSSANGA;-28,519966;-49,319108
VARGEÃO;-26,863983;-52,154106
VARGEM;-27,48997;-50,978151
VARGEM BONITA;-27,003242;-51,74474
VIDAL RAMOS;-27,395779;-49,368219
VIDEIRA;-27,006129;-51,151705
VITOR MEIRELES;-26,881578;-49,830752
WITMARSUM;-26,926743;-49,804203
XANXERÊ;-26,874584;-52,404667
XAVANTINA;-27,07025;-52,342851
XAXIM;-26,963719;-52,534933
ZORTÉA;-27,450251;-51,549566
ACEGUÁ;-31,864015;-54,164732
ÁGUA SANTA;-28,175055;-52,034633
AGUDO;-29,645663;-53,258692
AJURICABA;-28,237729;-53,772819
ALECRIM;-27,661074;-54,767096
ALEGRETE;-29,782043;-55,79587
ALEGRIA;-27,8373;-54,057366
ALMIRANTE TAMANDARÉ DO SUL;-28,113726;-52,913715
ALPESTRE;-27,248769;-53,037366
ALTO ALEGRE;-28,774746;-52,990755
ALTO FELIZ;-29,390139;-51,315816
ALVORADA;-29,997493;-51,077729
AMARAL FERRADOR;-30,875148;-52,25127
AMETISTA DO SUL;-27,356425;-53,192177
ANDRÉ DA ROCHA;-28,631977;-51,573738
ANTA GORDA;-28,970884;-52,015823
ANTÔNIO PRADO;-28,855438;-51,283577
ARAMBARÉ;-30,909346;-51,501318
ARARICÁ;-29,617244;-50,925677
ARATIBA;-27,394444;-52,303832
ARROIO DO MEIO;-29,398891;-51,947449
ARROIO DO SAL;-29,592961;-49,932958
ARROIO DO PADRE;-31,440644;-52,433302
ARROIO DOS RATOS;-30,090013;-51,733807
ARROIO DO TIGRE;-29,33586;-53,086396
ARROIO GRANDE;-32,236344;-53,082248
ARVOREZINHA;-28,873049;-52,179512
AUGUSTO PESTANA;-28,513352;-53,98947
ÁUREA;-27,693787;-52,054176
BAGÉ;-31,330502;-54,107083
BALNEÁRIO PINHAL;-30,239751;-50,236701
BARÃO;-29,380864;-51,497538
BARÃO DE COTEGIPE;-27,617093;-52,37775
BARÃO DO TRIUNFO;-30,390484;-51,737669
BARRACÃO;-27,68023;-51,460151
BARRA DO GUARITA;-27,18807;-53,714413
BARRA DO QUARAÍ;-30,211075;-57,55706
BARRA DO RIBEIRO;-30,292675;-51,300874
BARRA DO RIO AZUL;-27,408758;-52,414105
BARRA FUNDA;-27,923826;-53,036297
BARROS CASSAL;-29,087704;-52,587752
BENJAMIN CONSTANT DO SUL;-27,508584;-52,602225
BENTO GONÇALVES;-29,167402;-51,51556
BOA VISTA DAS MISSÕES;-27,666111;-53,312756
BOA VISTA DO BURICÁ;-27,671567;-54,109481
BOA VISTA DO CADEADO;-28,577434;-53,813735
BOA VISTA DO INCRA;-28,818488;-53,388705
BOA VISTA DO SUL;-29,350119;-51,677272
BOM JESUS;-28,670578;-50,433349
BOM PRINCÍPIO;-29,494485;-51,355519
BOM PROGRESSO;-27,546774;-53,866791
BOM RETIRO DO SUL;-29,607423;-51,943847
BOQUEIRÃO DO LEÃO;-29,305158;-52,42805
BOSSOROCA;-28,730724;-54,909811
BOZANO;-28,36629;-53,772402
BRAGA;-27,619193;-53,744329
BROCHIER;-29,555528;-51,588916
BUTIÁ;-30,116144;-51,961483
CAÇAPAVA DO SUL;-30,514743;-53,487569
CACEQUI;-29,880288;-54,827728
CACHOEIRA DO SUL;-30,04582;-52,893413
CACHOEIRINHA;-29,950629;-51,093677
CACIQUE DOBLE;-27,768232;-51,664113
CAIBATÉ;-28,291075;-54,637887
CAIÇARA;-27,280941;-53,431895
CAMAQUÃ;-30,850704;-51,814601
CAMARGO;-28,589238;-52,203799
CAMBARÁ DO SUL;-29,048175;-50,143765
CAMPESTRE DA SERRA;-28,796512;-51,095664
CAMPINA DAS MISSÕES;-27,99169;-54,845329
CAMPINAS DO SUL;-27,711601;-52,633104
CAMPO BOM;-29,675685;-51,05887
CAMPO NOVO;-27,674493;-53,802814
CAMPOS BORGES;-28,892132;-52,998915
CANDELÁRIA;-29,671285;-52,789668
CÂNDIDO GODÓI;-27,951318;-54,752834
CANDIOTA;-31,56101;-53,677805
CANELA;-29,357972;-50,814867
CANGUÇU;-31,39386;-52,676286
CANOAS;-29,918697;-51,18103
CANUDOS DO VALE;-29,323525;-52,232383
CAPÃO BONITO DO SUL;-28,125975;-51,395158
CAPÃO DA CANOA;-29,761467;-50,020022
CAPÃO DO CIPÓ;-28,931628;-54,554699
CAPÃO DO LEÃO;-31,766839;-52,487008
CAPIVARI DO SUL;-30,14966;-50,508808
CAPELA DE SANTANA;-29,701945;-51,321769
CAPITÃO;-29,2695;-51,985969
CARAZINHO;-28,286511;-52,791897
CARAÁ;-29,778637;-50,435756
CARLOS BARBOSA;-29,298297;-51,503818
CARLOS GOMES;-27,714892;-51,917576
CASCA;-28,559874;-51,983233
CASEIROS;-28,273565;-51,692683
CATUÍPE;-28,254234;-54,012387
CAXIAS DO SUL;-29,166899;-51,17886
CENTENÁRIO;-27,762847;-52,002054
CERRITO;-31,852639;-52,814802
CERRO BRANCO;-29,656287;-52,941978
CERRO GRANDE;-27,60798;-53,165913
CERRO GRANDE DO SUL;-30,602029;-51,753103
CERRO LARGO;-28,147841;-54,739997
CHAPADA;-28,05845;-53,067277
CHARQUEADAS;-29,9568;-51,625006
CHARRUA;-27,952831;-52,029412
CHIAPETTA;-27,917365;-53,94575
CHUÍ;-33,687567;-53,462675
CHUVISCA;-30,757427;-51,978542
CIDREIRA;-30,18117;-50,209092
CIRÍACO;-28,344303;-51,883031
COLINAS;-29,392537;-51,868576
COLORADO;-28,522948;-52,993176
CONDOR;-28,205296;-53,488943
CONSTANTINA;-27,730411;-52,987739
COQUEIRO BAIXO;-29,179257;-52,094603
COQUEIROS DO SUL;-28,117428;-52,778801
CORONEL BARROS;-28,384541;-54,073662
CORONEL BICACO;-27,717873;-53,709128
CORONEL PILAR;-29,27271;-51,684935
COTIPORÃ;-28,998576;-51,696434
COXILHA;-28,121342;-52,300278
CRISSIUMAL;-27,498012;-54,100035
CRISTAL;-30,999345;-52,04941
CRISTAL DO SUL;-27,45363;-53,249184
CRUZ ALTA;-28,642447;-53,605241
CRUZALTENSE;-27,664888;-52,648143
CRUZEIRO DO SUL;-29,508291;-51,991576
DAVID CANABARRO;-28,384612;-51,852249
DERRUBADAS;-27,265391;-53,865119
DEZESSEIS DE NOVEMBRO;-28,226876;-55,048209
DILERMANDO DE AGUIAR;-29,701964;-54,21356
DOIS IRMÃOS;-29,584159;-51,087619
DOIS IRMÃOS DAS MISSÕES;-27,657537;-53,530865
DOIS LAJEADOS;-28,975205;-51,835103
DOM FELICIANO;-30,708598;-52,103934
DOM PEDRO DE ALCÂNTARA;-29,370187;-49,84955
DOM PEDRITO;-30,981267;-54,67413
DONA FRANCISCA;-29,624852;-53,362333
DOUTOR MAURÍCIO CARDOSO;-27,509213;-54,358268
DOUTOR RICARDO;-29,099031;-51,984904
ELDORADO DO SUL;-29,999293;-51,310419
ENCANTADO;-29,239917;-51,873023
ENCRUZILHADA DO SUL;-30,543657;-52,522045
ENGENHO VELHO;-27,708587;-52,911921
ENTRE-IJUÍS;-28,362794;-54,271432
ENTRE RIOS DO SUL;-27,528858;-52,735068
EREBANGO;-27,849196;-52,299711
ERECHIM;-27,633406;-52,275877
ERNESTINA;-28,497155;-52,572176
HERVAL;-32,026744;-53,394338
ERVAL GRANDE;-27,393337;-52,570112
ERVAL SECO;-27,549417;-53,509573
ESMERALDA;-28,057276;-51,188794
ESPERANÇA DO SUL;-27,359944;-53,992768
ESPUMOSO;-28,731445;-52,841927
ESTAÇÃO;-27,909006;-52,270486
ESTÂNCIA VELHA;-29,650148;-51,174294
ESTEIO;-29,852186;-51,143837
ESTRELA;-29,503472;-51,97026
ESTRELA VELHA;-29,179661;-53,160294
EUGÊNIO DE CASTRO;-28,52506;-54,148113
FAGUNDES VARELA;-28,882134;-51,691449
FARROUPILHA;-29,223679;-51,34835
FAXINAL DO SOTURNO;-29,57433;-53,439065
FAXINALZINHO;-27,425416;-52,670591
FAZENDA VILANOVA;-29,588575;-51,821183
FELIZ;-29,453971;-51,310102
FLORES DA CUNHA;-29,031142;-51,182221
FLORIANO PEIXOTO;-27,862509;-52,085607
FONTOURA XAVIER;-28,982168;-52,344953
FORMIGUEIRO;-29,997634;-53,500294
FORQUETINHA;-29,380634;-52,096917
FORTALEZA DOS VALOS;-28,787883;-53,235523
FREDERICO WESTPHALEN;-27,358882;-53,400777
GARIBALDI;-29,254549;-51,529548
